Collection ID,Game ID,Name,Expansion,Version ID,Version,Status,Min Players,Max Players,Recommended Players,Best Players,Min Duration,Max Duration,Weight,Plays,Last Play,Rating,BGG Rating,Rank,Estimated Value,altnames,Publisher,Artist,Domain,Family,SuggestedAge,BggImage,Mechanisms,Categories,Designer,YearPublished
-,92828,Dixit: Odyssey,-,-,-,-,3,12,"4, 5, 6, 7, 8, 9, 10, 11","6, 7",30,30,1.1605,0,-,-,7.14349,351,34.34,妙語說書人3：奧德賽,Libellud,Marie Cardouat,Party Games,Game: Dixit Mechanism: Image Interpretation Mechanism: Judging Games,7.61,092828.jpg,Storytelling Targeted Clues Voting,Card Game Humor Party Game,Jean-Louis Roubira,2011
-,62219,Dominant Species,-,-,-,-,2,6,"3, 4, 5, 6",4,120,240,4.0447,0,-,-,7.55337,113,43.4,優勢物種,GMT Games,Bartek Jędrzejewski,Strategy Games,Animals: Prehistoric Non-Dinosaurs Components: Map (Continental / National scale) Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Digital Implementations: VASSAL Game: Dominant Species Mechanism: 4X Misc: Dice Tower Hall of Fame Misc: LongPack Games Misc: Made by Panda Theme: Biology Theme: Evolution Theme: Nature Theme: Science,14,062219.jpg,Action Drafting Action Queue Area Majority / Influence End Game Bonuses Grid Movement Hexagon Grid Map Addition Take That Tile Placement Turn Order: Claim Action Variable Player Powers Worker Placement,Animals Environmental Prehistoric,Chad Jensen,2010
-,36218,Dominion,-,-,-,-,2,4,"2, 3, 4",3,30,30,2.3445,0,-,-,7.47442,145,30.39,,Rio Grande Games,Matthias Catrein,Strategy Games,Crowdfunding: Wspieram Digital Implementations: Apple App Store Digital Implementations: Google Play Digital Implementations: Steam Digital Implementations: VASSAL Game: Dominion Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Misc: Mensa Select,9.66,036218.jpg,"Deck, Bag, and Pool Building Delayed Purchase Hand Management Open Drafting Take That Variable Set-up",Card Game Medieval,Donald X. Vaccarino,2008
-,40834,Dominion: Intrigue,-,-,-,-,2,6,"2, 3, 4",3,30,30,2.4108,0,-,-,7.50132,132,23.46,皇輿爭霸之暗潮洶湧,Rio Grande Games,Matthias Catrein,Strategy Games,Crowdfunding: Wspieram Digital Implementations: VASSAL Game: Dominion,9.82,040834.jpg,"Deck, Bag, and Pool Building Delayed Purchase Hand Management Open Drafting Variable Set-up",Card Game Medieval,Donald X. Vaccarino,2009
-,209418,Dominion: Second Edition,-,-,-,-,2,4,"2, 3, 4","2, 3",30,30,2.1679,0,-,-,7.39794,175,23.31,,Rio Grande Games,Matthias Catrein,Strategy Games,Game: Dominion Mechanism: Pure Deckbuilding Misc: Mensa Select,9.12,209418.jpg,"Deck, Bag, and Pool Building Delayed Purchase Hand Management Open Drafting Take That Variable Set-up",Card Game Medieval,Donald X. Vaccarino,2016
-,370591,Dorfromantik: The Board Game,-,-,-,-,1,6,"1, 2, 3","1, 2",30,60,1.6355,0,-,-,7.17274,325,19.68,築夢頌,Pegasus Spiele,Paul Riebe,Family Games,Category: DIZED Tutorial Components: Hexagonal Tiles Game: Dorfromantik Mechanism: Campaign Games Misc: LongPack Games,6.94,370591.jpg,Area Majority / Influence Cooperative Game Hexagon Grid Map Addition Modular Board Scenario / Mission / Campaign Game Tile Placement Variable Set-up,Environmental Puzzle Territory Building Video Game Theme,Michael Palm,2022
-,283355,Dune,-,-,-,-,2,6,"5, 6",6,120,180,3.9807,0,-,-,7.35076,210,34.89,,Gale Force Nine LLC,Ilya Baranovsky,Strategy Games Thematic Games,Animals: Worms Books: Dune Components: Player Screens Game: Dune (Avalon Hill original) Theme: Deserts,14.15,283355.jpg,Alliances Area Majority / Influence Area Movement Auction / Bidding Bribery Card Play Conflict Resolution Force Commitment Map Deformation Negotiation Predictive Bid Roles with Asymmetric Information Take That Variable Player Powers,Bluffing Fighting Negotiation Novel-based Political Science Fiction Wargame,Bill Eberle,2019
-,316554,Dune: Imperium,-,-,-,-,1,4,"1, 2, 3, 4","3, 4",60,120,3.0765,0,-,-,8.22358,6,46.6,,Dire Wolf,Clay Brooks,Strategy Games,Books: Dune Components:  Meeples Components: Multi-Use Cards Digital Implementations: Apple App Store Digital Implementations: Dire Wolf Game Room Digital Implementations: Google Play Digital Implementations: Steam Game: Dune: Imperium Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with Solitaire Rules,12.12,316554.jpg,"Card Play Conflict Resolution Deck, Bag, and Pool Building Delayed Purchase Force Commitment Increase Value of Unchosen Resources Multi-Use Cards Open Drafting Ownership Race Solo / Solitaire Game Tags Take That Turn Order: Progressive Variable Player Powers Worker Placement",Movies / TV / Radio theme Novel-based Political Science Fiction,Paul Dennen,2020
-,397598,Dune: Imperium - Uprising,-,-,-,-,1,6,"1, 2, 3, 4, 6",4,60,120,3.5256,0,-,-,8.2341,5,47.08,,Dire Wolf,Clay Brooks,Strategy Games,Books: Dune Game: Dune: Imperium Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with Solitaire Rules,12.82,397598.jpg,"Automatic Resource Growth Card Play Conflict Resolution Contracts Deck, Bag, and Pool Building Delayed Purchase Force Commitment Increase Value of Unchosen Resources Multi-Use Cards Open Drafting Solo / Solitaire Game Team-Based Game Turn Order: Progressive Variable Player Powers Worker Placement",Movies / TV / Radio theme Novel-based Science Fiction,Paul Dennen,2023
-,367150,Dune: War for Arrakis,-,-,-,-,1,4,"2, 4",2,120,120,3.6478,0,-,-,7.25513,261,188.07,,CMON Global Limited,Henning Ludvigsen,Thematic Games Wargames,Books: Dune Components: Dice with Icons Components: Miniatures Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Theme: Deserts,12.57,367150.jpg,Action Drafting Area Majority / Influence Area Movement Campaign / Battle Card Driven Dice Rolling Die Icon Resolution Events Hand Management Simulation Solo / Solitaire Game Team-Based Game Variable Set-up,Dice Movies / TV / Radio theme Novel-based Science Fiction Wargame,Marco Maggi,2024
-,45315,Dungeon Lords,-,-,-,-,2,4,"2, 3, 4",4,90,90,3.5739,0,-,-,7.05852,435,27.95,地城領主,Czech Games Edition (CGE),David Cochard,Strategy Games,Digital Implementations: Boiteajeux Game: Dungeon Lords Theme: Construction Theme: Villainy,12.35,045315.jpg,Action Queue Hand Management Simultaneous Action Selection Tile Placement Worker Placement,Economic Fantasy Fighting Humor,Vlaada Chvátil,2009
-,97207,Dungeon Petz,-,-,-,-,2,4,"2, 3, 4",4,90,90,3.6345,0,-,-,7.11518,372,33.97,地城寵物,Czech Games Edition (CGE),David Cochard,Strategy Games,Creatures: Monsters Digital Implementations: Board Game Arena Digital Implementations: Boiteajeux Digital Implementations: Tabletopia Game: Dungeon Lords Theme: Excrements / Feces / Poop / Urine Theme: Pets / Companion Animals Theme: Villainy,12.32,097207.jpg,Auction / Bidding Hand Management Selection Order Bid Simultaneous Action Selection Worker Placement,Animals Fantasy Humor,Vlaada Chvátil,2011
-,271055,Dwellings of Eldervale,-,-,-,-,1,5,"1, 2, 3, 4, 5",3,60,150,3.2398,0,-,-,7.52056,128,179.76,,Breaking Games,Merilliza Chan,Strategy Games,Components: Game Trayz Inside Components: Hexagonal Tiles Components: Miniatures Crowdfunding: Kickstarter Digital Implementations: Tabletopia Game: Dwellings of Eldervale Mechanism: Tableau Building Misc: LongPack Games Players: Games with Solitaire Rules,12.29,271055.jpg,"Action Retrieval Dice Rolling Hand Management Modular Board Solo / Solitaire Game Variable Player Powers Worker Placement Worker Placement, Different Worker Types",Economic Fantasy Fighting,Luke Laurie,2020
99038714,350184,Earth,-,-,-,"Own,Wanttoplay",1,5,"1, 2, 3, 4","2, 3",45,90,2.9108,0,-,7.5,7.35498,209,39.38,地球|藍星,Inside Up Games,M81 Studio,Strategy Games,Crowdfunding: Kickstarter Digital Implementations: Board Game Arena Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Game: Earth Mechanism: Tableau Building Players: Games with expansions that change player count Theme: Ecology Theme: Nature,11.63,350184.jpg,Contracts End Game Bonuses Follow Hand Management Pattern Building Solo / Solitaire Game Tags Team-Based Game Tile Placement Variable Set-up Victory Points as a Resource,Animals Card Game Environmental,Maxime Tardif,2023
-,342900,Earthborne Rangers,-,-,-,-,1,4,"1, 2, 3",2,60,240,3.474,0,-,-,7.01675,483,119.58,,Earthborne Games,Joe Banner (II),Customizable Games Thematic Games,Crowdfunding: Gamefound Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Game: Earthborne Rangers Mechanism: Campaign Games Players: Games with Solitaire Rules Theme: Environmental Protection / Degradation / Pollution Theme: Solarpunk,12.29,342900.jpg,Card Play Conflict Resolution Cooperative Game Deck Construction Hand Management Move Through Deck Narrative Choice / Paragraph Role Playing Scenario / Mission / Campaign Game Solo / Solitaire Game Storytelling Variable Set-up,Adventure Card Game Environmental Exploration Science Fiction,Andrew Fischer,2023
-,72125,Eclipse: New Dawn for the Galaxy,-,-,-,-,2,6,"2, 3, 4, 5, 6","4, 6",60,180,3.7061,0,-,-,7.58678,105,61.58,,Lautapelit.fi,Ossi Hiekkala,Strategy Games,Components: Control Boards Components: Map (Interplanetary or Interstellar scale) Components: Miniatures Components: Wooden pieces & boards Digital Implementations: Steam Game: Eclipse (Lautapelit.fi) Mechanism: 4X Misc: Made by Panda Players: Games with expansions that change player count,12.6,072125.jpg,Dice Rolling Grid Movement Hexagon Grid Hot Potato Map Addition Modular Board Player Elimination Tile Placement Variable Phase Order Variable Player Powers,Civilization Fighting Science Fiction Space Exploration Territory Building Wargame,Touko Tahkokallio,2011
-,246900,Eclipse: Second Dawn for the Galaxy,-,-,-,-,2,6,"2, 3, 4, 5, 6","4, 6",60,200,3.6651,0,-,-,7.95907,23,171.84,星蝕：黎明重現,Lautapelit.fi,Noah Adelman,Strategy Games,Components: Control Boards Components: Game Trayz Inside Components: Map (Interplanetary or Interstellar scale) Components: Miniatures Crowdfunding: Kickstarter Digital Implementations: Steam Game: Eclipse (Lautapelit.fi) Mechanism: 4X Misc: Made by Panda Players: Games with expansions that change player count,12.04,246900.jpg,Alliances Area Majority / Influence Area-Impulse Dice Rolling Grid Movement Hexagon Grid Hidden Victory Points Hot Potato Income Modular Board Passed Action Token Tech Trees / Tech Tracks Variable Player Powers,Civilization Exploration Science Fiction Space Exploration Territory Building Wargame,Touko Tahkokallio,2020
64316068,279254,Ecos: First Continent,-,-,-,"Own,Wanttoplay",2,6,"2,3,4","3,4",45,75,2.57,0,-,7.4,7.1,1170,21.6,生態圈：第一大陸,,,,,,,,,,
121862788,299946,Eiyo,-,-,-,"Own,Wanttoplay",1,2,"1,2",1,20,20,1.95,0,-,6,6.7,7174,27.14,,,,,,,,,,,
-,93,El Grande,-,-,-,-,2,5,"3, 4, 5",5,60,120,2.9335,0,-,-,7.59224,102,44.09,城主|大王,Hans im Glück,Doris Matthäus,Strategy Games,Category: DIZED Tutorial Components: Map (Continental / National scale) Containers: Tin/Metal Box Country: Spain Digital Implementations: Board Game Arena Digital Implementations: Yucata Game: El Grande Misc: BGG Hall of Fame Misc: Dice Tower Hall of Fame Misc: Made by Panda,11.37,000093.jpg,Action Drafting Area Majority / Influence Auction / Bidding Hand Management Open Drafting Selection Order Bid Simultaneous Action Selection Take That Turn Order: Auction,Medieval,Wolfgang Kramer,1995
-,146021,Eldritch Horror,-,-,-,-,1,8,"1, 2, 3, 4, 5",4,120,240,3.3174,0,-,-,7.49179,137,50.7,全球驚慄,Fantasy Flight Games,Anders Finér,Thematic Games,Components: Map (Global Scale) Components: Standees Game: Eldritch Horror Players: Games with Solitaire Rules Series: Arkham Horror Files (Fantasy Flight Games) Theme: Cthulhu Mythos,13.2,146021.jpg,Action Points Cooperative Game Dice Rolling Point to Point Movement Resource to Move Role Playing Solo / Solitaire Game Stat Check Resolution Variable Player Powers,Adventure Fighting Horror Novel-based Travel,Corey Konieczka,2013
122052014,426513,Emberleaf,-,-,-,"Own,Wanttoplay",1,5,"1,2,3,4",3,90,120,3.06,0,-,7.9,7.9,2150,104.41,餘燼葉,,,,,,,,,,
112950224,356952,Empire's End,-,-,-,"Own,Wanttoplay",2,4,"2,3,4","3,4",45,60,2.42,0,-,8.5,6.9,2174,29.13,終焉帝國,,,,,,,,,,
-,233398,Endeavor: Age of Sail,-,-,-,-,2,5,"2, 3, 4, 5",4,60,90,2.8522,0,-,-,7.35875,207,71.9,奮進號：大航海時代,Burnt Island Games,Josh Cappel,Strategy Games,Components: Game Trayz Inside Components: Map (Global Scale) Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Game: Endeavor History: Age of Discovery Region: Caribbean Sea Region: The World Theme: Colonial,11.16,233398.jpg,Area Majority / Influence Connections End Game Bonuses Open Drafting Point to Point Movement Set Collection Simulation Tech Trees / Tech Tracks Turn Order: Progressive Variable Set-up,Exploration Nautical Renaissance,Carl de Visser,2018
-,367966,Endeavor: Deep Sea,-,-,-,-,1,4,"1, 2, 3, 4",3,60,120,2.9193,0,-,-,7.65841,80,59.41,,Burnt Island Games,Fahed Alrajil,Strategy Games,Animals: Coral / Jellyfish / Anemones Animals: Dolphins Animals: Sharks Animals: Turtles Animals: Whales Crowdfunding: Gamefound Crowdfunding: Kickstarter Game: Endeavor Game: Endeavor Deep Sea Occupation: Engineer Occupation: Researcher / Scientist Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Biology Theme: Ecology Theme: Environmental Protection / Degradation / Pollution Theme: Science Theme: Submarines Theme: Under the Sea,11.13,367966.jpg,Action Points Action Retrieval Chaining Cooperative Game End Game Bonuses Grid Movement Map Addition Modular Board Scenario / Mission / Campaign Game Solo / Solitaire Game Tech Trees / Tech Tracks Variable Set-up,Environmental Exploration Nautical,Carl de Visser,2024
-,305096,Endless Winter: Paleoamericans,-,-,-,-,1,4,"1, 2, 3, 4",3,60,120,3.3262,0,-,-,7.16101,339,91.63,無盡寒冬|美洲原野,Fantasia Games,Mihajlo Dimitrievski,Strategy Games,Animals: Prehistoric Non-Dinosaurs Components: Control Boards Components: Game Trayz Inside Components: Official Music Soundtrack Crowdfunding: Kickstarter Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Game: Endless Winter Mechanism: Tableau Building Misc: Made by Panda Theme: Native Americans / First Peoples,12.1,305096.jpg,"Area Majority / Influence Deck, Bag, and Pool Building End Game Bonuses Hand Management Income Modular Board Multi-Use Cards Set Collection Solo / Solitaire Game Tech Trees / Tech Tracks Turn Order: Auction Variable Player Powers Variable Set-up",Adventure Prehistoric Territory Building,Stan Kordonskiy,2022
-,206718,Ethnos,-,-,-,-,2,6,"2, 3, 4, 5, 6",4,45,60,2.1094,0,-,-,7.16692,335,30.37,幻界之爭,CMON Global Limited,John Howe,Strategy Games,Components: Map (Continental / National scale) Creatures: Fairies / Elves / Pixies Creatures: Minotaurs Creatures: Trolls Game: Ethnos,9.51,206718.png,Area Majority / Influence Hand Management Open Drafting Push Your Luck Set Collection,Fantasy,Paolo Mori,2017
-,199792,Everdell,-,-,-,-,1,4,"1, 2, 3, 4",3,40,80,2.8337,0,-,-,7.80778,42,51.63,仙境幽谷,Starling Games (II),Andrew Bosley,Family Games Strategy Games,Animals: Badgers Animals: Bats Animals: Birds Animals: Foxes Animals: Hedgehogs / Porcupines Animals: Lizards Animals: Mice Animals: Moles Animals: Owls Animals: Skunks Animals: Squirrels / Chipmunks Animals: Turtles Category: DIZED Tutorial Components: 3-Dimensional (3D) Components: Meeples (Animal) / Animeeples Components: Wooden pieces & boards Crowdfunding: Kickstarter Digital Implementations: Dire Wolf Game Room Digital Implementations: Google Play Digital Implementations: Steam Digital Implementations: TableTop Simulator Mod (TTS) Digital Implementations: Tabletopia Game: Everdell Mechanism: Tableau Building Misc: LongPack Games Misc: Watch It Played How To Videos Players: Games with expansions that change player count Players: Games with Solitaire Rules Theme: Anthropomorphic Animals Theme: Nature Theme: Trees and Forests,10.57,199792.png,Contracts End Game Bonuses Hand Management Income Open Drafting Ownership Set Collection Solo / Solitaire Game Tags Variable Set-up Worker Placement,Animals Card Game City Building Fantasy,James A. Wilson,2018
99604655,292126,Excavation Earth,-,-,-,"Own,Wanttoplay",1,4,"1,2,3,4","3,4",30,120,3.8,0,-,5.9,7.1,2458,39.4,掘跡藍星,,,,,,,,,,
-,203420,EXIT: The Game - The Abandoned Cabin,-,-,-,-,1,6,"1, 2, 3, 4",2,60,120,2.5377,0,-,-,7.07635,412,8.2,,KOSMOS,Inka Brand,Thematic Games,Category: Escape Room Games Misc: Limited Replayability Players: Games with Solitaire Rules Series: Exit: The Game Theme: Mystery / Crime,12.18,203420.jpg,Cooperative Game,Deduction Puzzle Real-time,Inka Brand,2016
122351462,71074,Expedition: Northwest Passage ??HMS Terror Edition,-,-,-,"Own,Wanttoplay",1,4,"2,3,4",4,60,60,2.68,0,-,8.2,7,2222,36.23,西北航道,,,,,,,,,,
-,379078,Expeditions,-,-,-,-,1,5,"1, 2, 3",3,60,90,3.0594,0,-,-,7.10636,381,58.23,隕落天劫,Stonemaier Games,Jakub Rozalski,Strategy Games,Category: DIZED Tutorial Components: Miniatures Components: Multi-Use Cards Digital Implementations: Tabletopia Game: Scythe Mechanism: Tableau Building Misc: Watch It Played How To Videos Occupation: Adventurer / Explorer Occupation: Researcher / Scientist Organizations: Automa Factory Players: Games with expansions that change player count Players: Games with Solitaire Rules Region: Siberia (Russia),12.37,379078.jpg,"Action Retrieval Deck, Bag, and Pool Building Grid Movement Hand Management Melding and Splaying Modular Board Multi-Use Cards Solo / Solitaire Game Tags Variable Player Powers Variable Set-up Victory Points as a Resource Worker Placement, Different Worker Types",Exploration,Jamey Stegmaier,2023
-,386368,Ezra and Nehemiah,-,-,-,-,1,4,"1, 2, 3, 4",3,90,120,3.8426,0,-,-,7.02233,474,39.61,,Garphill Games,Sam Phillips,Strategy Games,Cities: Jerusalem Country: Israel Crowdfunding: Kickstarter Religious: The Bible Series: Ancient Anthology (Garphill Games),12.67,386368.jpg,Chaining Hand Management Multi-Use Cards Solo / Solitaire Game Tech Trees / Tech Tracks Track Movement Variable Set-up,Ancient City Building Religious,S J Macdonald,2024
